,name,share_code,industry,industry_code
0,上海浦东发展银行股份有限公司,600000,货币金融服务,J66
1,华夏银行股份有限公司,600015,货币金融服务,J66
2,中国民生银行股份有限公司,600016,货币金融服务,J66
3,招商银行股份有限公司,600036,货币金融服务,J66
4,江苏金融租赁股份有限公司,600901,货币金融服务,J66
5,无锡农村商业银行股份有限公司,600908,货币金融服务,J66
6,江苏银行股份有限公司,600919,货币金融服务,J66
7,杭州银行股份有限公司,600926,货币金融服务,J66
8,西安银行股份有限公司,600928,货币金融服务,J66
9,南京银行股份有限公司,601009,货币金融服务,J66
10,重庆农村商业银行股份有限公司,601077,货币金融服务,J66
11,江苏常熟农村商业银行股份有限公司,601128,货币金融服务,J66
12,兴业银行股份有限公司,601166,货币金融服务,J66
13,北京银行股份有限公司,601169,货币金融服务,J66
14,厦门银行股份有限公司,601187,货币金融服务,J66
15,上海银行股份有限公司,601229,货币金融服务,J66
16,中国农业银行股份有限公司,601288,货币金融服务,J66
17,交通银行股份有限公司,601328,货币金融服务,J66
18,中国工商银行股份有限公司,601398,货币金融服务,J66
19,浙江绍兴瑞丰农村商业银行股份有限公司,601528,货币金融服务,J66
20,长沙银行股份有限公司,601577,货币金融服务,J66
21,中国邮政储蓄银行股份有限公司,601658,货币金融服务,J66
22,齐鲁银行股份有限公司,601665,货币金融服务,J66
23,中国光大银行股份有限公司,601818,货币金融服务,J66
24,上海农村商业银行股份有限公司,601825,货币金融服务,J66
25,成都银行股份有限公司,601838,货币金融服务,J66
26,江苏紫金农村商业银行股份有限公司,601860,货币金融服务,J66
27,浙商银行股份有限公司,601916,货币金融服务,J66
28,中国建设银行股份有限公司,601939,货币金融服务,J66
29,重庆银行股份有限公司,601963,货币金融服务,J66
30,中国银行股份有限公司,601988,货币金融服务,J66
31,贵阳银行股份有限公司,601997,货币金融服务,J66
32,中信银行股份有限公司,601998,货币金融服务,J66
33,江苏苏州农村商业银行股份有限公司,603323,货币金融服务,J66
