,name,share_code,industry,industry_code
0,中航直升机股份有限公司,600038,铁路、船舶、航空航天和其他运输设备制造业,C37
1,林海股份有限公司,600099,铁路、船舶、航空航天和其他运输设备制造业,C37
2,中国船舶工业股份有限公司,600150,铁路、船舶、航空航天和其他运输设备制造业,C37
3,江西洪都航空工业股份有限公司,600316,铁路、船舶、航空航天和其他运输设备制造业,C37
4,中航航空电子系统股份有限公司,600372,铁路、船舶、航空航天和其他运输设备制造业,C37
5,中国航发航空科技股份有限公司,600391,铁路、船舶、航空航天和其他运输设备制造业,C37
6,中国船舶重工集团动力股份有限公司,600482,铁路、船舶、航空航天和其他运输设备制造业,C37
7,晋西车轴股份有限公司,600495,铁路、船舶、航空航天和其他运输设备制造业,C37
8,上海凤凰企业(集团)股份有限公司,600679,铁路、船舶、航空航天和其他运输设备制造业,C37
9,中船海洋与防务装备股份有限公司,600685,铁路、船舶、航空航天和其他运输设备制造业,C37
10,中航沈飞股份有限公司,600760,铁路、船舶、航空航天和其他运输设备制造业,C37
11,中航重机股份有限公司,600765,铁路、船舶、航空航天和其他运输设备制造业,C37
12,中路股份有限公司,600818,铁路、船舶、航空航天和其他运输设备制造业,C37
13,中航航空高科技股份有限公司,600862,铁路、船舶、航空航天和其他运输设备制造业,C37
14,中国航发动力股份有限公司,600893,铁路、船舶、航空航天和其他运输设备制造业,C37
15,内蒙古第一机械集团股份有限公司,600967,铁路、船舶、航空航天和其他运输设备制造业,C37
16,中国中车股份有限公司,601766,铁路、船舶、航空航天和其他运输设备制造业,C37
17,江苏亚星锚链股份有限公司,601890,铁路、船舶、航空航天和其他运输设备制造业,C37
18,中国船舶重工股份有限公司,601989,铁路、船舶、航空航天和其他运输设备制造业,C37
19,南京康尼机电股份有限公司,603111,铁路、船舶、航空航天和其他运输设备制造业,C37
20,浙江春风动力股份有限公司,603129,铁路、船舶、航空航天和其他运输设备制造业,C37
21,成都立航科技股份有限公司,603261,铁路、船舶、航空航天和其他运输设备制造业,C37
22,浙江天台祥和实业股份有限公司,603500,铁路、船舶、航空航天和其他运输设备制造业,C37
23,河南思维自动化设备股份有限公司,603508,铁路、船舶、航空航天和其他运输设备制造业,C37
24,爱玛科技集团股份有限公司,603529,铁路、船舶、航空航天和其他运输设备制造业,C37
25,今创集团股份有限公司,603680,铁路、船舶、航空航天和其他运输设备制造业,C37
26,隆鑫通用动力股份有限公司,603766,铁路、船舶、航空航天和其他运输设备制造业,C37
27,江苏新日电动车股份有限公司,603787,铁路、船舶、航空航天和其他运输设备制造业,C37
28,青岛威奥轨道股份有限公司,605001,铁路、船舶、航空航天和其他运输设备制造业,C37
29,江苏必得科技股份有限公司,605298,铁路、船舶、航空航天和其他运输设备制造业,C37
30,中国铁路通信信号股份有限公司,688009,铁路、船舶、航空航天和其他运输设备制造业,C37
31,交控科技股份有限公司,688015,铁路、船舶、航空航天和其他运输设备制造业,C37
32,北京天宜上佳高新材料股份有限公司,688033,铁路、船舶、航空航天和其他运输设备制造业,C37
33,成都纵横自动化技术股份有限公司,688070,铁路、船舶、航空航天和其他运输设备制造业,C37
34,株洲中车时代电气股份有限公司,688187,铁路、船舶、航空航天和其他运输设备制造业,C37
35,湖北超卓航空科技股份有限公司,688237,铁路、船舶、航空航天和其他运输设备制造业,C37
36,贵州航宇科技发展股份有限公司,688239,铁路、船舶、航空航天和其他运输设备制造业,C37
37,中铁高铁电气装备股份有限公司,688285,铁路、船舶、航空航天和其他运输设备制造业,C37
38,中航(成都)无人机系统股份有限公司,688297,铁路、船舶、航空航天和其他运输设备制造业,C37
39,合肥工大高科信息科技股份有限公司,688367,铁路、船舶、航空航天和其他运输设备制造业,C37
40,哈尔滨国铁科技集团股份有限公司,688459,铁路、船舶、航空航天和其他运输设备制造业,C37
41,无锡航亚科技股份有限公司,688510,铁路、船舶、航空航天和其他运输设备制造业,C37
42,北京铁科首钢轨道技术股份有限公司,688569,铁路、船舶、航空航天和其他运输设备制造业,C37
43,合肥江航飞机装备股份有限公司,688586,铁路、船舶、航空航天和其他运输设备制造业,C37
44,江苏迈信林航空科技股份有限公司,688685,铁路、船舶、航空航天和其他运输设备制造业,C37
