,name,share_code,industry,industry_code
0,华能国际电力股份有限公司,600011,电力、热力生产和供应业,D44
1,上海电力股份有限公司,600021,电力、热力生产和供应业,D44
2,浙江浙能电力股份有限公司,600023,电力、热力生产和供应业,D44
3,华能澜沧江水电股份有限公司,600025,电力、热力生产和供应业,D44
4,华电国际电力股份有限公司,600027,电力、热力生产和供应业,D44
5,浙江省新能源投资集团股份有限公司,600032,电力、热力生产和供应业,D44
6,广州发展集团股份有限公司,600098,电力、热力生产和供应业,D44
7,四川明星电力股份有限公司,600101,电力、热力生产和供应业,D44
8,重庆三峡水利电力(集团)股份有限公司,600116,电力、热力生产和供应业,D44
9,廊坊发展股份有限公司,600149,电力、热力生产和供应业,D44
10,永泰能源股份有限公司,600157,电力、热力生产和供应业,D44
11,中闽能源股份有限公司,600163,电力、热力生产和供应业,D44
12,联美量子股份有限公司,600167,电力、热力生产和供应业,D44
13,广西桂冠电力股份有限公司,600236,电力、热力生产和供应业,D44
14,广西桂东电力股份有限公司,600310,电力、热力生产和供应业,D44
15,沈阳金山能源股份有限公司,600396,电力、热力生产和供应业,D44
16,重庆涪陵电力实业股份有限公司,600452,电力、热力生产和供应业,D44
17,福建福能股份有限公司,600483,电力、热力生产和供应业,D44
18,四川西昌电力股份有限公司,600505,电力、热力生产和供应业,D44
19,新疆天富能源股份有限公司,600509,电力、热力生产和供应业,D44
20,北京京能电力股份有限公司,600578,电力、热力生产和供应业,D44
21,申能股份有限公司,600642,电力、热力生产和供应业,D44
22,乐山电力股份有限公司,600644,电力、热力生产和供应业,D44
23,四川川投能源股份有限公司,600674,电力、热力生产和供应业,D44
24,大连热电股份有限公司,600719,电力、热力生产和供应业,D44
25,华电能源股份有限公司,600726,电力、热力生产和供应业,D44
26,大唐华银电力股份有限公司,600744,电力、热力生产和供应业,D44
27,山西通宝能源股份有限公司,600780,电力、热力生产和供应业,D44
28,国电电力发展股份有限公司,600795,电力、热力生产和供应业,D44
29,金开新能源股份有限公司,600821,电力、热力生产和供应业,D44
30,内蒙古蒙电华能热电股份有限公司,600863,电力、热力生产和供应业,D44
31,广东梅雁吉祥水电股份有限公司,600868,电力、热力生产和供应业,D44
32,国投电力控股股份有限公司,600886,电力、热力生产和供应业,D44
33,中国长江电力股份有限公司,600900,电力、热力生产和供应业,D44
34,中国三峡新能源(集团)股份有限公司,600905,电力、热力生产和供应业,D44
35,湖南郴电国际发展股份有限公司,600969,电力、热力生产和供应业,D44
36,四川广安爱众股份有限公司,600979,电力、热力生产和供应业,D44
37,宁波能源集团股份有限公司,600982,电力、热力生产和供应业,D44
38,南方电网储能股份有限公司,600995,电力、热力生产和供应业,D44
39,中节能风力发电股份有限公司,601016,电力、热力生产和供应业,D44
40,宁夏嘉泽新能源股份有限公司,601619,电力、热力生产和供应业,D44
41,晶科电力科技股份有限公司,601778,电力、热力生产和供应业,D44
42,中国核能电力股份有限公司,601985,电力、热力生产和供应业,D44
43,大唐国际发电股份有限公司,601991,电力、热力生产和供应业,D44
44,江苏省新能源开发股份有限公司,603693,电力、热力生产和供应业,D44
45,杭州热电集团股份有限公司,605011,电力、热力生产和供应业,D44
46,宁波世茂能源股份有限公司,605028,电力、热力生产和供应业,D44
47,浙江新中港热电股份有限公司,605162,电力、热力生产和供应业,D44
48,恒盛能源股份有限公司,605580,电力、热力生产和供应业,D44
