,name,share_code,industry,industry_code
0,东睦新材料集团股份有限公司,600114,金属制品业,C33
1,杭萧钢构股份有限公司,600477,金属制品业,C33
2,长江精工钢结构(集团)股份有限公司,600496,金属制品业,C33
3,四川大西洋焊接材料股份有限公司,600558,金属制品业,C33
4,重庆丰华(集团)股份有限公司,600615,金属制品业,C33
5,贵州钢绳股份有限公司,600992,金属制品业,C33
6,天津友发钢管集团股份有限公司,601686,金属制品业,C33
7,常熟风范电力设备股份有限公司,601700,金属制品业,C33
8,上海宝钢包装股份有限公司,601968,金属制品业,C33
9,江苏赛福天钢索股份有限公司,603028,金属制品业,C33
10,杭州新坐标科技股份有限公司,603040,金属制品业,C33
11,山西华翔集团股份有限公司,603112,金属制品业,C33
12,山东大业股份有限公司,603278,金属制品业,C33
13,文灿集团股份有限公司,603348,金属制品业,C33
14,青岛汇金通电力设备股份有限公司,603577,金属制品业,C33
15,昆山科森科技股份有限公司,603626,金属制品业,C33
16,江苏利通电子股份有限公司,603629,金属制品业,C33
17,广东好太太科技集团股份有限公司,603848,金属制品业,C33
18,江苏丽岛新材料股份有限公司,603937,金属制品业,C33
19,天津银龙预应力材料股份有限公司,603969,金属制品业,C33
20,江阴市恒润重工股份有限公司,603985,金属制品业,C33
21,无锡派克新材料科技股份有限公司,605123,金属制品业,C33
22,浙江华达新型材料股份有限公司,605158,金属制品业,C33
23,王力安防科技股份有限公司,605268,金属制品业,C33
24,江苏博迁新材料股份有限公司,605376,金属制品业,C33
25,株洲华锐精密工具股份有限公司,688059,金属制品业,C33
26,张家港广大特材股份有限公司,688186,金属制品业,C33
27,株洲欧科亿数控精密刀具股份有限公司,688308,金属制品业,C33
28,苏州明志科技股份有限公司,688355,金属制品业,C33
29,杭州华光焊接新材料股份有限公司,688379,金属制品业,C33
30,有研粉末新材料股份有限公司,688456,金属制品业,C33
31,江西悦安新材料股份有限公司,688786,金属制品业,C33
