,name,share_code,industry,industry_code
0,郑州煤电股份有限公司,600121,煤炭开采和洗选业,B06
1,山西兰花科技创业股份有限公司,600123,煤炭开采和洗选业,B06
2,兖矿能源集团股份有限公司,600188,煤炭开采和洗选业,B06
3,山西华阳集团新能股份有限公司,600348,煤炭开采和洗选业,B06
4,贵州盘江精煤股份有限公司,600395,煤炭开采和洗选业,B06
5,安源煤业集团股份有限公司,600397,煤炭开采和洗选业,B06
6,河南大有能源股份有限公司,600403,煤炭开采和洗选业,B06
7,上海大屯能源股份有限公司,600508,煤炭开采和洗选业,B06
8,辽宁能源煤电产业股份有限公司,600758,煤炭开采和洗选业,B06
9,江苏徐矿能源股份有限公司,600925,煤炭开采和洗选业,B06
10,安徽恒源煤电股份有限公司,600971,煤炭开采和洗选业,B06
11,淮北矿业控股股份有限公司,600985,煤炭开采和洗选业,B06
12,晋能控股山西煤业股份有限公司,601001,煤炭开采和洗选业,B06
13,中国神华能源股份有限公司,601088,煤炭开采和洗选业,B06
14,北京昊华能源股份有限公司,601101,煤炭开采和洗选业,B06
15,陕西煤业股份有限公司,601225,煤炭开采和洗选业,B06
16,平顶山天安煤业股份有限公司,601666,煤炭开采和洗选业,B06
17,山西潞安环保能源开发股份有限公司,601699,煤炭开采和洗选业,B06
18,中国中煤能源股份有限公司,601898,煤炭开采和洗选业,B06
19,中煤新集能源股份有限公司,601918,煤炭开采和洗选业,B06
20,内蒙古伊泰煤炭股份有限公司,900948,煤炭开采和洗选业,B06
