,name,share_code,industry,industry_code
0,宁波联合集团股份有限公司,600051,批发业,F51
1,中国医药健康产业股份有限公司,600056,批发业,F51
2,五矿发展股份有限公司,600058,批发业,F51
3,天津海泰科技发展股份有限公司,600082,批发业,F51
4,江苏博信投资控股股份有限公司,600083,批发业,F51
5,江苏弘业股份有限公司,600128,批发业,F51
6,厦门建发股份有限公司,600153,批发业,F51
7,瑞茂通供应链管理股份有限公司,600180,批发业,F51
8,南京纺织品进出口股份有限公司,600250,批发业,F51
9,东方国际创业股份有限公司,600278,批发业,F51
10,江苏舜天股份有限公司,600287,批发业,F51
11,国机汽车股份有限公司,600335,批发业,F51
12,广东明珠集团股份有限公司,600382,批发业,F51
13,海越能源集团股份有限公司,600387,批发业,F51
14,国药集团药业股份有限公司,600511,批发业,F51
15,上海智汇未来医疗服务股份有限公司,600532,批发业,F51
16,北海国发川山生物股份有限公司,600538,批发业,F51
17,山煤国际能源集团股份有限公司,600546,批发业,F51
18,上海汇通能源股份有限公司,600605,批发业,F51
19,上海宽频科技股份有限公司,600608,批发业,F51
20,上海同达创业投资股份有限公司,600647,批发业,F51
21,上海外高桥集团股份有限公司,600648,批发业,F51
22,物产中大集团股份有限公司,600704,批发业,F51
23,苏美达股份有限公司,600710,批发业,F51
24,辽宁成大股份有限公司,600739,批发业,F51
25,海航科技股份有限公司,600751,批发业,F51
26,庚星能源集团股份有限公司,600753,批发业,F51
27,厦门国贸集团股份有限公司,600755,批发业,F51
28,上海物资贸易股份有限公司,600822,批发业,F51
29,哈药集团人民同泰医药股份有限公司,600829,批发业,F51
30,江苏汇鸿国际集团股份有限公司,600981,批发业,F51
31,九州通医药集团股份有限公司,600998,批发业,F51
32,山东玉龙黄金股份有限公司,601028,批发业,F51
33,上海龙宇数据股份有限公司,603003,批发业,F51
34,浙江物产环保能源股份有限公司,603071,批发业,F51
35,上海润达医疗科技股份有限公司,603108,批发业,F51
36,合富(中国)医疗科技股份有限公司,603122,批发业,F51
37,广西柳药集团股份有限公司,603368,批发业,F51
38,塞力斯医疗科技集团股份有限公司,603716,批发业,F51
39,中农立华生物科技股份有限公司,603970,批发业,F51
40,咸亨国际科技股份有限公司,605056,批发业,F51
