,name,share_code,industry,industry_code
0,浙江古越龙山绍兴酒股份有限公司,600059,酒、饮料和精制茶制造业,C15
1,中信国安葡萄酒业股份有限公司,600084,酒、饮料和精制茶制造业,C15
2,重庆啤酒股份有限公司,600132,酒、饮料和精制茶制造业,C15
3,吉林泉阳泉股份有限公司,600189,酒、饮料和精制茶制造业,C15
4,新疆伊力特实业股份有限公司,600197,酒、饮料和精制茶制造业,C15
5,安徽金种子酒业股份有限公司,600199,酒、饮料和精制茶制造业,C15
6,海南椰岛(集团)股份有限公司,600238,酒、饮料和精制茶制造业,C15
7,维维食品饮料股份有限公司,600300,酒、饮料和精制茶制造业,C15
8,通化葡萄酒股份有限公司,600365,酒、饮料和精制茶制造业,C15
9,贵州茅台酒股份有限公司,600519,酒、饮料和精制茶制造业,C15
10,甘肃莫高实业发展股份有限公司,600543,酒、饮料和精制茶制造业,C15
11,河北衡水老白干酒业股份有限公司,600559,酒、饮料和精制茶制造业,C15
12,福建省燕京惠泉啤酒股份有限公司,600573,酒、饮料和精制茶制造业,C15
13,青岛啤酒股份有限公司,600600,酒、饮料和精制茶制造业,C15
14,上海金枫酒业股份有限公司,600616,酒、饮料和精制茶制造业,C15
15,上海贵酒股份有限公司,600696,酒、饮料和精制茶制造业,C15
16,舍得酒业股份有限公司,600702,酒、饮料和精制茶制造业,C15
17,四川水井坊股份有限公司,600779,酒、饮料和精制茶制造业,C15
18,山西杏花村汾酒厂股份有限公司,600809,酒、饮料和精制茶制造业,C15
19,国投中鲁果汁股份有限公司,600962,酒、饮料和精制茶制造业,C15
20,会稽山绍兴酒股份有限公司,601579,酒、饮料和精制茶制造业,C15
21,河北养元智汇饮品股份有限公司,603156,酒、饮料和精制茶制造业,C15
22,安徽迎驾贡酒股份有限公司,603198,酒、饮料和精制茶制造业,C15
23,江苏今世缘酒业股份有限公司,603369,酒、饮料和精制茶制造业,C15
24,安徽口子酒业股份有限公司,603589,酒、饮料和精制茶制造业,C15
25,香飘飘食品股份有限公司,603711,酒、饮料和精制茶制造业,C15
26,威龙葡萄酒股份有限公司,603779,酒、饮料和精制茶制造业,C15
27,金徽酒股份有限公司,603919,酒、饮料和精制茶制造业,C15
28,烟台北方安德利果汁股份有限公司,605198,酒、饮料和精制茶制造业,C15
29,浙江李子园食品股份有限公司,605337,酒、饮料和精制茶制造业,C15
30,湖北均瑶大健康饮品股份有限公司,605388,酒、饮料和精制茶制造业,C15
31,东鹏饮料(集团)股份有限公司,605499,酒、饮料和精制茶制造业,C15
