,name,share_code,industry,industry_code
0,海信视像科技股份有限公司,600060,计算机、通信和其他电子设备制造业,C39
1,同方股份有限公司,600100,计算机、通信和其他电子设备制造业,C39
2,中国东方红卫星股份有限公司,600118,计算机、通信和其他电子设备制造业,C39
3,宁波波导股份有限公司,600130,计算机、通信和其他电子设备制造业,C39
4,上海航天汽车机电股份有限公司,600151,计算机、通信和其他电子设备制造业,C39
5,上海贝岭股份有限公司,600171,计算机、通信和其他电子设备制造业,C39
6,广东生益科技股份有限公司,600183,计算机、通信和其他电子设备制造业,C39
7,大唐电信科技股份有限公司,600198,计算机、通信和其他电子设备制造业,C39
8,福建福日电子股份有限公司,600203,计算机、通信和其他电子设备制造业,C39
9,山西科新发展股份有限公司,600234,计算机、通信和其他电子设备制造业,C39
10,安徽铜峰电子股份有限公司,600237,计算机、通信和其他电子设备制造业,C39
11,航天信息股份有限公司,600271,计算机、通信和其他电子设备制造业,C39
12,大恒新纪元科技股份有限公司,600288,计算机、通信和其他电子设备制造业,C39
13,天通控股股份有限公司,600330,计算机、通信和其他电子设备制造业,C39
14,武汉长江通信产业集团股份有限公司,600345,计算机、通信和其他电子设备制造业,C39
15,成都旭光电子股份有限公司,600353,计算机、通信和其他电子设备制造业,C39
16,精伦电子股份有限公司,600355,计算机、通信和其他电子设备制造业,C39
17,吉林华微电子股份有限公司,600360,计算机、通信和其他电子设备制造业,C39
18,江西联创光电科技股份有限公司,600363,计算机、通信和其他电子设备制造业,C39
19,北京动力源科技股份有限公司,600405,计算机、通信和其他电子设备制造业,C39
20,北方导航控制技术股份有限公司,600435,计算机、通信和其他电子设备制造业,C39
21,杭州士兰微电子股份有限公司,600460,计算机、通信和其他电子设备制造业,C39
22,烽火通信科技股份有限公司,600498,计算机、通信和其他电子设备制造业,C39
23,长园科技集团股份有限公司,600525,计算机、通信和其他电子设备制造业,C39
24,凯盛科技股份有限公司,600552,计算机、通信和其他电子设备制造业,C39
25,国睿科技股份有限公司,600562,计算机、通信和其他电子设备制造业,C39
26,厦门法拉电子股份有限公司,600563,计算机、通信和其他电子设备制造业,C39
