,name,share_code,industry,industry_code
0,喜临门家具股份有限公司,603008,家具制造业,C21
1,金牌厨柜家居科技股份有限公司,603180,家具制造业,C21
2,江山欧派门业股份有限公司,603208,家具制造业,C21
3,梦天家居集团股份有限公司,603216,家具制造业,C21
4,梦百合家居科技股份有限公司,603313,家具制造业,C21
5,南京我乐家居股份有限公司,603326,家具制造业,C21
6,亚振家居股份有限公司,603389,家具制造业,C21
7,永艺家具股份有限公司,603600,家具制造业,C21
8,麒盛科技股份有限公司,603610,家具制造业,C21
9,恒林家居股份有限公司,603661,家具制造业,C21
10,中源家居股份有限公司,603709,家具制造业,C21
11,志邦家居股份有限公司,603801,家具制造业,C21
12,顾家家居股份有限公司,603816,家具制造业,C21
13,曲美家居集团股份有限公司,603818,家具制造业,C21
14,欧派家居集团股份有限公司,603833,家具制造业,C21
15,广州好莱客创意家居股份有限公司,603898,家具制造业,C21
