,name,share_code,industry,industry_code
0,内蒙古包钢钢联股份有限公司,600010,黑色金属冶炼和压延加工业,C31
1,宝山钢铁股份有限公司,600019,黑色金属冶炼和压延加工业,C31
2,山东钢铁股份有限公司,600022,黑色金属冶炼和压延加工业,C31
3,西宁特殊钢股份有限公司,600117,黑色金属冶炼和压延加工业,C31
4,杭州钢铁股份有限公司,600126,黑色金属冶炼和压延加工业,C31
5,凌源钢铁股份有限公司,600231,黑色金属冶炼和压延加工业,C31
6,南京钢铁股份有限公司,600282,黑色金属冶炼和压延加工业,C31
7,内蒙古鄂尔多斯资源股份有限公司,600295,黑色金属冶炼和压延加工业,C31
8,甘肃酒钢集团宏兴钢铁股份有限公司,600307,黑色金属冶炼和压延加工业,C31
9,抚顺特殊钢股份有限公司,600399,黑色金属冶炼和压延加工业,C31
10,山西安泰集团股份有限公司,600408,黑色金属冶炼和压延加工业,C31
11,方大特钢科技股份有限公司,600507,黑色金属冶炼和压延加工业,C31
12,安阳钢铁股份有限公司,600569,黑色金属冶炼和压延加工业,C31
13,新疆八一钢铁股份有限公司,600581,黑色金属冶炼和压延加工业,C31
14,新余钢铁股份有限公司,600782,黑色金属冶炼和压延加工业,C31
15,马鞍山钢铁股份有限公司,600808,黑色金属冶炼和压延加工业,C31
16,柳州钢铁股份有限公司,601003,黑色金属冶炼和压延加工业,C31
17,重庆钢铁股份有限公司,601005,黑色金属冶炼和压延加工业,C31
18,江苏武进不锈股份有限公司,603878,黑色金属冶炼和压延加工业,C31
19,浙江甬金金属科技股份有限公司,603995,黑色金属冶炼和压延加工业,C31
20,青岛云路先进材料技术股份有限公司,688190,黑色金属冶炼和压延加工业,C31
