,name,share_code,industry,industry_code
0,河南安彩高科股份有限公司,600207,燃气生产和供应业,D45
1,长春燃气股份有限公司,600333,燃气生产和供应业,D45
2,山西省国新能源股份有限公司,600617,燃气生产和供应业,D45
3,上海大众公用事业(集团)股份有限公司,600635,燃气生产和供应业,D45
4,百川能源股份有限公司,600681,燃气生产和供应业,D45
5,新奥天然气股份有限公司,600803,燃气生产和供应业,D45
6,贵州燃气集团股份有限公司,600903,燃气生产和供应业,D45
7,重庆燃气集团股份有限公司,600917,燃气生产和供应业,D45
8,新天绿色能源股份有限公司,600956,燃气生产和供应业,D45
9,深圳市燃气集团股份有限公司,601139,燃气生产和供应业,D45
10,成都燃气集团股份有限公司,603053,燃气生产和供应业,D45
11,新疆火炬燃气股份有限公司,603080,燃气生产和供应业,D45
12,水发派思燃气股份有限公司,603318,燃气生产和供应业,D45
13,新疆鑫泰天然气股份有限公司,603393,燃气生产和供应业,D45
14,安徽省天然气开发股份有限公司,603689,燃气生产和供应业,D45
15,新疆东方环宇燃气股份有限公司,603706,燃气生产和供应业,D45
16,江西九丰能源股份有限公司,605090,燃气生产和供应业,D45
17,新疆洪通燃气股份有限公司,605169,燃气生产和供应业,D45
18,河南蓝天燃气股份有限公司,605368,燃气生产和供应业,D45
