,name,share_code,industry,industry_code
0,凤凰光学股份有限公司,600071,仪器仪表制造业,C40
1,江苏林洋能源股份有限公司,601222,仪器仪表制造业,C40
2,宁波三星医疗电气股份有限公司,601567,仪器仪表制造业,C40
3,重庆川仪自动化股份有限公司,603100,仪器仪表制造业,C40
4,宁波永新光学股份有限公司,603297,仪器仪表制造业,C40
5,无锡信捷电气股份有限公司,603416,仪器仪表制造业,C40
6,杭州海兴电力科技股份有限公司,603556,仪器仪表制造业,C40
7,宁波柯力传感科技股份有限公司,603662,仪器仪表制造业,C40
8,宁波水表(集团)股份有限公司,603700,仪器仪表制造业,C40
9,福建福光股份有限公司,688010,仪器仪表制造业,C40
10,北京莱伯泰科仪器股份有限公司,688056,仪器仪表制造业,C40
11,深圳市鼎阳科技股份有限公司,688112,仪器仪表制造业,C40
12,广州思林杰科技股份有限公司,688115,仪器仪表制造业,C40
13,浙江蓝特光学股份有限公司,688127,仪器仪表制造业,C40
14,上海步科自动化股份有限公司,688160,仪器仪表制造业,C40
15,成都坤恒顺维科技股份有限公司,688283,仪器仪表制造业,C40
16,浙江禾川科技股份有限公司,688320,仪器仪表制造业,C40
17,普源精电科技股份有限公司,688337,仪器仪表制造业,C40
18,南京茂莱光学科技股份有限公司,688502,仪器仪表制造业,C40
19,成都秦川物联网科技股份有限公司,688528,仪器仪表制造业,C40
20,北京煜邦电力技术股份有限公司,688597,仪器仪表制造业,C40
21,安徽皖仪科技股份有限公司,688600,仪器仪表制造业,C40
22,杭州西力智能科技股份有限公司,688616,仪器仪表制造业,C40
23,广州禾信仪器股份有限公司,688622,仪器仪表制造业,C40
24,优利德科技(中国)股份有限公司,688628,仪器仪表制造业,C40
25,广东奥普特科技股份有限公司,688686,仪器仪表制造业,C40
26,苏州伟创电气科技股份有限公司,688698,仪器仪表制造业,C40
27,安徽容知日新科技股份有限公司,688768,仪器仪表制造业,C40
