,name,share_code,industry,industry_code
0,北京歌华有线电视网络股份有限公司,600037,电信、广播电视和卫星传输服务,I63
1,中国联合网络通信股份有限公司,600050,电信、广播电视和卫星传输服务,I63
2,东方明珠新媒体股份有限公司,600637,电信、广播电视和卫星传输服务,I63
3,陕西广电网络传媒(集团)股份有限公司,600831,电信、广播电视和卫星传输服务,I63
4,广西广播电视信息网络股份有限公司,600936,电信、广播电视和卫星传输服务,I63
5,中国移动有限公司,600941,电信、广播电视和卫星传输服务,I63
6,江苏省广电有线信息网络股份有限公司,600959,电信、广播电视和卫星传输服务,I63
7,贵州省广播电视信息网络股份有限公司,600996,电信、广播电视和卫星传输服务,I63
8,中国卫通集团股份有限公司,601698,电信、广播电视和卫星传输服务,I63
9,中国电信股份有限公司,601728,电信、广播电视和卫星传输服务,I63
10,吉视传媒股份有限公司,601929,电信、广播电视和卫星传输服务,I63
11,中通国脉通信股份有限公司,603559,电信、广播电视和卫星传输服务,I63
