,name,share_code,industry,industry_code
0,浙江富润数字科技股份有限公司,600070,互联网和相关服务,I64
1,浙江瀚叶股份有限公司,600226,互联网和相关服务,I64
2,返利网数字科技股份有限公司,600228,互联网和相关服务,I64
3,中昌大数据股份有限公司,600242,互联网和相关服务,I64
4,国旅文化投资集团股份有限公司,600358,互联网和相关服务,I64
5,天下秀数字科技(集团)股份有限公司,600556,互联网和相关服务,I64
6,浙报数字文化集团股份有限公司,600633,互联网和相关服务,I64
7,新国脉数字文化股份有限公司,600640,互联网和相关服务,I64
8,鹏博士电信传媒集团股份有限公司,600804,互联网和相关服务,I64
9,浙文互联集团股份有限公司,600986,互联网和相关服务,I64
10,三六零安全科技股份有限公司,601360,互联网和相关服务,I64
11,人民网股份有限公司,603000,互联网和相关服务,I64
12,杭州电魂网络科技股份有限公司,603258,互联网和相关服务,I64
13,厦门吉比特网络技术股份有限公司,603444,互联网和相关服务,I64
14,掌阅科技股份有限公司,603533,互联网和相关服务,I64
15,北京国联视讯信息技术股份有限公司,603613,互联网和相关服务,I64
16,华扬联众数字技术股份有限公司,603825,互联网和相关服务,I64
17,上海数据港股份有限公司,603881,互联网和相关服务,I64
18,新华网股份有限公司,603888,互联网和相关服务,I64
19,优刻得科技股份有限公司,688158,互联网和相关服务,I64
