,name,share_code,industry,industry_code
0,东风汽车股份有限公司,600006,汽车制造业,C36
1,宇通客车股份有限公司,600066,汽车制造业,C36
2,东风电子科技股份有限公司,600081,汽车制造业,C36
3,上海汽车集团股份有限公司,600104,汽车制造业,C36
4,长春一东离合器股份有限公司,600148,汽车制造业,C36
5,北汽福田汽车股份有限公司,600166,汽车制造业,C36
6,哈尔滨东安汽车动力股份有限公司,600178,汽车制造业,C36
7,扬州亚星客车股份有限公司,600213,汽车制造业,C36
8,辽宁曙光汽车集团股份有限公司,600303,汽车制造业,C36
9,汉马科技集团股份有限公司,600375,汽车制造业,C36
10,安徽江淮汽车集团股份有限公司,600418,汽车制造业,C36
11,凌云工业股份有限公司,600480,汽车制造业,C36
12,航天晨光股份有限公司,600501,汽车制造业,C36
13,贵州贵航汽车零部件股份有限公司,600523,汽车制造业,C36
14,金杯汽车股份有限公司,600609,汽车制造业,C36
15,厦门金龙汽车集团股份有限公司,600686,汽车制造业,C36
16,湖南天雁机械股份有限公司,600698,汽车制造业,C36
17,宁波均胜电子股份有限公司,600699,汽车制造业,C36
18,北汽蓝谷新能源科技股份有限公司,600733,汽车制造业,C36
19,华域汽车系统股份有限公司,600741,汽车制造业,C36
20,长春一汽富维汽车零部件股份有限公司,600742,汽车制造业,C36
21,爱柯迪股份有限公司,600933,汽车制造业,C36
22,渤海汽车系统股份有限公司,600960,汽车制造业,C36
23,赛力斯集团股份有限公司,601127,汽车制造业,C36
24,广州汽车集团股份有限公司,601238,汽车制造业,C36
25,长春英利汽车工业股份有限公司,601279,汽车制造业,C36
26,长城汽车股份有限公司,601633,汽车制造业,C36
27,宁波拓普集团股份有限公司,601689,汽车制造业,C36
28,郑州煤矿机械集团股份有限公司,601717,汽车制造业,C36
29,力帆科技(集团)股份有限公司,601777,汽车制造业,C36
30,常州星宇车灯股份有限公司,601799,汽车制造业,C36
31,上海联明机械股份有限公司,603006,汽车制造业,C36
32,上海北特科技股份有限公司,603009,汽车制造业,C36
33,亚普汽车部件股份有限公司,603013,汽车制造业,C36
34,江苏常熟汽饰集团股份有限公司,603035,汽车制造业,C36
35,上海凯众材料科技股份有限公司,603037,汽车制造业,C36
36,浙江黎明智造股份有限公司,603048,汽车制造业,C36
37,浙江天成自控股份有限公司,603085,汽车制造业,C36
38,浙江正裕工业股份有限公司,603089,汽车制造业,C36
39,上海华培动力科技(集团)股份有限公司,603121,汽车制造业,C36
40,常州腾龙汽车零部件股份有限公司,603158,汽车制造业,C36
41,科华控股股份有限公司,603161,汽车制造业,C36
42,桂林福达股份有限公司,603166,汽车制造业,C36
43,宁波圣龙汽车动力系统股份有限公司,603178,汽车制造业,C36
44,江苏新泉汽车饰件股份有限公司,603179,汽车制造业,C36
45,烟台亚通精工机械股份有限公司,603190,汽车制造业,C36
46,上海保隆汽车科技股份有限公司,603197,汽车制造业,C36
47,晋拓科技股份有限公司,603211,汽车制造业,C36
48,浙江仙通橡塑股份有限公司,603239,汽车制造业,C36
49,江苏日盈电子股份有限公司,603286,汽车制造业,C36
50,宁波旭升集团股份有限公司,603305,汽车制造业,C36
51,华懋(厦门)新材料科技股份有限公司,603306,汽车制造业,C36
52,湖南机油泵股份有限公司,603319,汽车制造业,C36
53,广东迪生力汽配股份有限公司,603335,汽车制造业,C36
54,华达汽车科技股份有限公司,603358,汽车制造业,C36
55,山东金麒麟股份有限公司,603586,汽车制造业,C36
56,芜湖伯特利汽车安全系统股份有限公司,603596,汽车制造业,C36
57,上海岱美汽车内饰件股份有限公司,603730,汽车制造业,C36
58,重庆秦安机电股份有限公司,603758,汽车制造业,C36
59,浙江中马传动股份有限公司,603767,汽车制造业,C36
60,合肥常青机械股份有限公司,603768,汽车制造业,C36
61,科博达技术股份有限公司,603786,汽车制造业,C36
62,宁波高发汽车控制系统股份有限公司,603788,汽车制造业,C36
63,成都豪能科技股份有限公司,603809,汽车制造业,C36
64,苏州金鸿顺汽车部件股份有限公司,603922,汽车制造业,C36
65,浙江铁流离合器股份有限公司,603926,汽车制造业,C36
66,雪龙集团股份有限公司,603949,汽车制造业,C36
67,襄阳长源东谷实业股份有限公司,603950,汽车制造业,C36
68,南京泉峰汽车精密技术股份有限公司,603982,汽车制造业,C36
69,宁波继峰汽车零部件股份有限公司,603997,汽车制造业,C36
70,合兴汽车电子股份有限公司,605005,汽车制造业,C36
71,长华控股集团股份有限公司,605018,汽车制造业,C36
72,温州市冠盛汽车零部件集团股份有限公司,605088,汽车制造业,C36
73,上海沿浦金属制品股份有限公司,605128,汽车制造业,C36
74,江苏嵘泰工业股份有限公司,605133,汽车制造业,C36
75,西上海汽车服务股份有限公司,605151,汽车制造业,C36
76,神通科技集团股份有限公司,605228,汽车制造业,C36
77,无锡市振华汽车部件股份有限公司,605319,汽车制造业,C36
78,昆山沪光汽车电器股份有限公司,605333,汽车制造业,C36
79,精进电动科技股份有限公司,688280,汽车制造业,C36
80,恒天凯马股份有限公司,900953,汽车制造业,C36
